"#","g#","Cover","Album","Streams","Daily"
"","5,106","","Vakeel Saab (వకీల్‌ సాబ్) Thaman S","35,351,013","23,524"
"","5,107","","Veled Utazom Bagossy Brothers Company","35,246,156","15,338"
"","5,108","","Saaun Di Jhadi (ਸਾਉਣ ਦੀ ਝੜੀ) Babbu Maan","35,235,326","59,914"
"","5,109","","Learning Curve Kaho Hung","35,221,149","29,861"
"","5,110","","Jackpot Stormy & Tagne","35,163,883","24,240"
"","5,111","","Therapy Earth","35,159,281","13,784"
"","5,112","","Karma (Карма) Kazka","35,146,028","13,648"
"","5,113","","Kayah & Bregovic Kayah & Goran Bregović","35,076,686","24,079"
"","5,114","","Vikrant Rona (ವಿಕ್ರಾಂತ್ ರೋಣ) B. Ajaneesh Loknath","35,062,849","1,503"
"","5,115","","Rosa Agustín Lara","35,045,832","15,425"
"","5,116","","Rockfield Chinaski","35,043,888","21,775"
"","5,117","","Elwan Tinariwen","34,971,663","14,630"
"","5,118","","Agapo Simeni (Αγαπώ Σημαίνει) Giorgos Mazonakis","34,911,411","18,508"
"","5,119","","Wael Kfoury (وائل كفوري) Wael Kfoury","34,902,088","28,604"
"","5,120","","Protereotita (Προτεραιότητα) Helena Paparizou","34,888,515","16,319"
"","5,121","","Prem Snatam Kaur","34,819,250","17,258"
"","5,122","","אל תעזבי ידיים Akiva","34,780,165","46,469"
"","5,123","","Los 3 Caballeros Los Tres Caballeros","34,695,638","32,663"
"","5,124","","Bol (بول) Various Artists","34,684,041","100,683"
"","5,125","","Melanž Yzomandias","34,649,289","14,580"
"","5,126","","Zemfira (Земфира) Zemfira","34,613,715","26,226"
"","5,127","","Wala Alik (ولا عليك) Saad Lamjarred","34,592,357","26,821"
"","5,128","","25 Hoàng Dũng","34,581,809","22,042"
"","5,129","","Nancy 10 Nancy Ajram","34,572,415","30,024"
"","5,130","","Nehézlábérzés Krúbi","34,549,947","17,661"
"","5,131","","Kirik Party (ಕಿರಿಕ್ ಪಾರ್ಟಿ) B. Ajaneesh Loknath","34,536,562","51,509"
"","5,132","","Ukáž Tú Tvoju Zoo Horkýže Slíže","34,490,813","24,175"
"","5,133","","Ek Love Ya (ಏಕ್ ಲವ್ ಯಾ) Arjun Janya","34,477,737","40,946"
"","5,134","","På Rymmen Med Pippi Långstrump Inger Nilsson & Various Artists","34,454,005","15,276"
"","5,135","","Charlie Gopi Sundar","34,448,231","54,893"
"","5,136","","Embrace Deva Premal","34,434,203","18,270"
"","5,137","","Korol I Shut (Король И Шут) Korol I Shut","34,409,142","30,186"
"","5,138","","OK Nerieš","34,406,682","15,270"
"","5,139","","רסיסים Raviv Kaner","34,379,876","18,870"
"","5,140","","Egotron Ego","34,352,293","11,321"
"","5,141","","Morskaya (Морская) Mumiy Troll","34,335,131","24,495"
"","5,142","","Voor Jou Andre Hazes","34,292,862","15,766"
"","5,143","","Al Quds Tunadeena (القدس تنادينا) Ahmed Bukhatir","34,206,270","98,962"
"","5,144","","The Ugly Ducklings (أبناء البطة السوداء) Cairokee","34,191,579","20,571"
"","5,145","","À La Bien Mix Party 2014 DJ Hamida","34,042,305","12,255"
"","5,146","","Camellia IV Ebiet G. Ade","34,041,785","31,426"
"","5,147","","Afrikan Sauce Sauti Sol","34,028,582","22,070"
"","5,148","","מסע Eliad","34,024,933","11,926"
"","5,149","","H3M Eason Chan","33,967,647","21,072"
"","5,150","","Ngoc Carla's Dreams","33,897,315","30,729"
"","5,151","","Hikō-Ki Gumo (ひこうき雲) Yumi Arai","33,847,016","23,041"
"","5,152","","Masri Hussain Aljassmi","33,800,404","35,811"
"","5,153","","Najemnik Dzem","33,774,872","23,071"
"","5,154","","Ompa Til Du Dør Kaizers Orchestra","33,753,227","11,762"
"","5,155","","Kak V Staroy Skazke (Как В Старой Сказке) Korol I Shut","33,703,899","20,766"
"","5,156","","Luna AGA","33,668,181","16,278"
"","5,157","","La Gran Vida Buhos","33,626,737","12,879"
"","5,158","","Granatovyj Albom (Гранатовый Альбом) Splean","33,608,684","22,310"
"","5,159","","Noaata Beida (نقطة بيضاء) Cairokee","33,510,335","40,797"
"","5,160","","Midnight Intense","33,422,859","20,747"
"","5,161","","Moroccan Dream Tagne","33,314,220","13,754"
"","5,162","","404 Not Found Charmaine Fong","33,299,987","12,416"
"","5,163","","Getting Ready (準備中) Eason Chan","33,209,024","23,837"
"","5,164","","Alaigal Oyvatillai (அலைகள் ஓய்வதில்லை) Ilaiyaraaja","33,200,135","47,519"
"","5,165","","SR Kalyanamandapam (ఎస్ఆర్ కల్యాణమండపం) Chaitan Bharadwaj","33,176,972","13,061"
"","5,166","","Puthiya Mukham (പുതിയ മുഖം) Deepak Dev","33,130,359","47,304"
"","5,167","","Bad Boy A-Mei Chang","33,050,273","27,806"
"","5,168","","Lunazar Nik Tendo","33,030,865","12,397"
"","5,169","","Opini Iwan Fals","33,028,075","39,766"
"","5,170","","The Sixteenth Lamb (הכבש השישה עשר) Various Artists","32,943,154","23,115"
"","5,171","","Jij En Ik Andre Hazes","32,930,164","16,526"
"","5,172","","First 100 Songs (100 שירים ראשונים) Various Artists","32,905,340","22,064"
"","5,173","","צעירים לנצח Doli & Penn","32,900,615","19,250"
"","5,174","","Spontaan Riaan Benadé","32,853,945","34,219"
"","5,175","","Aasai (ஆசை) Deva","32,814,630","57,431"
"","5,176","","Pancier Separ","32,792,616","20,053"
"","5,177","","Veera Simha Reddy (వీర సింహా రెడ్డి) Thaman S","32,725,370","24,124"
"","5,178","","Bro Daddy Deepak Dev","32,705,189","47,678"
"","5,179","","Adipurush (ఆదిపురుష్) [Telugu] Ajay-Atul & Sachet–Parampara","32,681,203","62,297"
"","5,180","","Jhonny (ஜானி) Ilaiyaraaja","32,666,980","49,154"
"","5,181","","Bad Boy (Summer Hits) Trannos","32,631,102","10,134"
"","5,182","","Aayshalak (عايشالك) Elissa","32,617,980","35,576"
"","5,183","","Odsúdeni Na Úspech Pil C","32,544,158","20,297"
"","5,184","","Eimai Mazi Sou (Είμαι Μαζί Σου) Nikos Vertis","32,519,695","21,957"
"","5,185","","Trudnyi Vozrast (Трудный Возраст) MakSim","32,498,189","25,018"
"","5,186","","Maharshi (మహర్షి) Devi Sri Prasad","32,408,101","27,332"
"","5,187","","Skapanir Danheim","32,368,023","24,612"
"","5,188","","Fire Hey","32,348,628","26,128"
"","5,189","","Krack (క్రాక్) Thaman S","32,316,361","3"
"","5,190","","Vlasy Pokáč","32,263,546","10,926"
"","5,191","","Another Summer Kiyotaka Sugiyama & Omega Tribe","32,249,048","21,960"
"","5,192","","Megáll Az Idő Pogány Induló","32,180,821","98,615"
"","5,193","","From Nassif Zeytoun With Love Nassif Zeytoun","32,145,307","16,245"
"","5,194","","Basta Chiudere Gli Occhi Gino Paoli","32,038,954","21,656"
"","5,195","","Light of the Naam Snatam Kaur","32,029,654","12,242"
"","5,196","","Go Satane Go Kabát","31,961,479","37,446"
"","5,197","","Sex, Love, Rock & Roll BSW","31,912,626","22,526"
"","5,198","","Zawsze Tam Gdzie Ty Lady Pank","31,876,879","26,422"
"","5,199","","Auti 'eSharp Mas Musiq","31,834,024","26,449"
"","5,200","","Maeaya Hatabadae (معايا هتبدع) Ramy Sabry","31,808,694","96,546"
"","5,201","","Toul Al Yom (طول اليوم) Nassif Zeytoun","31,764,513","11,835"
"","5,202","","Pushpa: The Rise (పుష్ప : ది రైజ్) [Kannada] Devi Sri Prasad","31,659,994","12,039"
"","5,203","","Elul 5779 (אלול תשע״ט) Ishay Ribo","31,634,441","20,203"
"","5,204","","Autogram Ceca","31,567,023","38,444"
"","5,205","","Înapoi La Viață Oscar","31,553,480","37,878"
"","5,206","","Ajda (Sana Neler Edeceğim) Ajda Pekkan","31,541,637","27,712"
"","5,207","","Wakil Rakyat Iwan Fals","31,529,017","45,346"
"","5,208","","Apă Oscar","31,525,005","22,237"
"","5,209","","Nella Hip Hop Koplo Nella Kharisma","31,447,886","6,860"
"","5,210","","Diammu Gunung Berapi Exists","31,447,516","24,771"
"","5,211","","Nayagan (நாயகன்) Ilaiyaraaja","31,437,863","69,661"
"","5,212","","Ravanaprabhu (രാവണപ്രഭു) Suresh Peters","31,436,375","50,176"
"","5,213","","Rang De (రంగ్ దే) Devi Sri Prasad","31,431,603","19,353"
"","5,214","","Indigo Rasta","31,430,197","27,349"
"","5,215","","Happiness Is Easy Myslovitz","31,345,529","35,658"
"","5,216","","Zvuchit (Звучит) Monatik","31,319,162","18,276"
"","5,217","","Två Tungor Fred Åkerström","31,318,594","9,243"
"","5,218","","Family Business Boombox","31,301,576","37,225"
"","5,219","","Roar Diljit Dosanjh","31,232,090","41,094"
"","5,220","","À La Bien Mix Party 2017 DJ Hamida","31,202,436","8,648"
"","5,221","","Kanyadaan (कन्यादान) Shankar Jaikishan","31,195,482","55,187"
"","5,222","","U Noći Klinac","31,194,051","28,362"
"","5,223","","Gauč Storytelling Gleb","31,144,017","11,180"
"","5,224","","Exile Geoffrey Oryema","31,143,503","15,525"
"","5,225","","Teesri Manzil (तीसरी मंज़िल) R. D. Burman","31,143,469","42,015"
"","5,226","","Ég És Föld Follow The Flow","31,080,991","25,420"
"","5,227","","À La Bien Mix Party 2020 DJ Hamida","31,030,922","7,502"
"","5,228","","Jenter & Sånn Di Derre","31,025,634","10,214"
"","5,229","","Mit Pfefferminz Bin Ich Dein Prinz Marius Müller-Westernhagen","30,878,059","10,771"
"","5,230","","7 Nik Tendo","30,854,773","10,319"
"","5,231","","Antiexemplu Carla's Dreams","30,746,512","21,369"
"","5,232","","Dear Jane Dear Jane","30,730,135","11,356"
"","5,233","","Glück Ist Wie Ein Schmetterling Nana Mouskouri","30,639,631","18,700"
"","5,234","","Ülni. Örülni. Megőrülni. Halott Pénz","30,602,500","15,880"
"","5,235","","Emakhaya Mlindo The Vocalist","30,601,137","59,737"
"","5,236","","Detektor II Ektor","30,575,753","18,352"
"","5,237","","Anatomi Faizal Tahir","30,553,931","17,923"
"","5,238","","Devet Zivota Aleksandra Prijovic","30,536,619","83,585"
"","5,239","","Ne Boysya, Ya S Toboy! (Не Бойся, Я С Тобой!) Ruki Vverh!","30,505,490","29,506"
"","5,240","","El Gallo Colorado Miguel Aceves Mejia","30,448,873","16,000"
"","5,241","","Music And Silence (מוזיקה ושקט) Omer Adam","30,426,567","15,623"
"","5,242","","Mantras for Life Deva Premal","30,403,575","11,642"
"","5,243","","Donya (دنیا) Arash","30,362,196","19,311"
"","5,244","","My Life (חיים שלי) Eden Ben Zaken","30,343,466","13,104"
"","5,245","","7 Maya Berovic","30,269,404","17,026"
"","5,246","","Omerta 7ari","30,260,664","18,303"
"","5,247","","Divine Chants of Shiva Uma Mohan","30,197,405","31,286"
"","5,248","","Belgie Het Goede Doel","30,160,261","11,643"
"","5,249","","Party Of Fate (命運派對) Beyond","30,119,002","23,846"
"","5,250","","Balerina Tea Tairovic","30,099,092","58,710"
"","5,251","","Atithi Devobhava (అతిథి దేవోభవ) Shekar Chandra","30,089,944","36,171"
"","5,252","","Pamasko Ng Mga Bituin Various Artists","29,950,670","1,821"
"","5,253","","200 Po Vstrechnoy (200 По Встречной) t.A.T.u.","29,945,737","18,781"
"","5,254","","Souvenir Album The Mills Brothers","29,930,848","20,009"
"","5,255","","Schiffz Björn Skifs","29,930,367","5,833"
"","5,256","","Rapitalove Rapital","29,795,024","48,040"
"","5,257","","דולי ופן Doli & Penn","29,765,946","15,949"
"","5,258","","Solace The PropheC","29,763,773","16,852"
"","5,259","","Ich Liebe Das Leben Vicky Leandros","29,762,839","18,244"
"","5,260","","Illumination: Peaceful Gregorian Chants Dan Gibson's Solitudes","29,680,494","29,804"
"","5,261","","Games (遊戲 基) Leo Ku","29,660,751","17,115"
"","5,262","","Digitális/Analóg Carson Coma","29,652,977","21,980"
"","5,263","","Sebelas Duabelas Nella Kharisma","29,623,107","14,121"
"","5,264","","Posesivna Milica Pavlović","29,577,461","26,073"
"","5,265","","TKO: Pejamkan Mata Malique","29,563,783","20,628"
"","5,266","","Dovi, Dopo Kali","29,507,615","11,618"
"","5,267","","Razvlecheniye (Развлечение) Valentin Strykalo","29,481,036","44,698"
"","5,268","","Sashi (శశి) Arun Chiluveru","29,407,053","24,126"
"","5,269","","Panselinos Ke Kati - Is-Pnoi [A' Meros] (Πανσέληνος Και Κάτι - Εισ-Πνοή [Α' Μέρος]) Pantelis Pantelidis","29,391,564","24,504"
"","5,270","","Anari (अनाड़ी) Shankar Jaikishan","29,372,811","47,238"
"","5,271","","Live Tour: 10 Chronia (10 Χρόνια) Nikos Vertis","29,364,980","15,642"
"","5,272","","Marko Ektor","29,324,009","23,831"
"","5,273","","And If You Will Come To Me Idan Raichel","29,319,827","11,722"
"","5,274","","Allem Alby (علم قلبي) Amr Diab","29,254,541","60,677"
"","5,275","","Prioriteti Klinac","29,210,004","24,146"
"","5,276","","Amarain (قمرين) Amr Diab","29,207,551","32,788"
"","5,277","","No. Eleven Hins Cheung","29,140,265","13,604"
"","5,278","","Met Liefde Andre Hazes","29,058,180","10,770"
"","5,279","","KGF: Chapter 1 Ravi Basrur","29,034,850","29,108"
"","5,280","","Odyn V Kanoe (Один В Каное) Odyn v Kanoe","28,994,338","20,120"
"","5,281","","Pawankhind (पावनखिंड) Devdutta Manisha Baji","28,972,433","56,220"
"","5,282","","Love And Devotion Nusrat Fateh Ali Khan","28,942,623","45,888"
"","5,283","","Processing Jace Chan","28,882,954","13,597"
"","5,284","","Sorry I'm Late Bnxn","28,776,906","25,489"
"","5,285","","Dil Apna Aur Preet Parai (दिल अपना और प्रीत पराई) Shankar Jaikishan","28,718,016","45,292"
"","5,286","","Verden Vil Bedras Erik Og Kriss","28,678,174","6,235"
"","5,287","","Rachid Taha (رشيد طه) Rachid Taha","28,635,446","15,650"
"","5,288","","Hasan Hasan","28,592,654","8,200"
"","5,289","","Despre El Irina Rimes","28,577,077","51,203"
"","5,290","","Unu Perfect","28,430,681","23,094"
"","5,291","","Kha-Ra-Sho! (Ха-Ра-Шо!) Verka Serduchka","28,404,217","23,302"
"","5,292","","Midnight Train Sauti Sol","28,404,069","29,394"
"","5,293","","Dhoom (دھوم) Call","28,395,440","24,103"
"","5,294","","Sbohem Roxano Yzomandias","28,309,480","6,020"
"","5,295","","Breath Of The Heart Krishna Das","28,244,088","17,806"
"","5,296","","Rivo (ريفو) Various Artists","28,205,216","66,989"
"","5,297","","Dalida (Milord) Dalida & Raymond Lefèvre","28,187,865","34,657"
"","5,298","","Bahbek (بحبك) Tamer Hosny","28,138,037","52,606"
"","5,299","","At the Temple Door Ajeet","28,128,958","22,050"
"","5,300","","Emany Satea (ايماني ساطع) Fairuz","28,102,243","29,372"
"","5,301","","Canto Gregoriano Coro De Monjes Del Monasterio De Silos","28,071,264","19,963"
"","5,302","","Setia Menantimu Projector Band","28,049,469","30,160"
"","5,303","","Kurup (കുറുപ്പ്) Sushin Shyam","28,037,687","30,605"
"","5,304","","Amagama Nomfundo Moh","28,033,591","24,126"
"","5,305","","Aktar Wahed (أكثر واحد) Amr Diab","27,981,748","52,242"
"","5,306","","Comic Sins Beton.Hofi","27,968,240","22,262"
"","5,307","","No Regret (不後悔) Jacky Cheung","27,941,705","15,013"
"","5,308","","Kirtan Wallah Krishna Das","27,898,171","16,758"
"","5,309","","Camouflage Azahriah","27,861,462","23,154"
"","5,310","","Levva Livet! Åge Aleksandersen","27,797,232","7,604"
"","5,311","","Aga Bai Arechya! (अगं बाई अरेच्चा!) Ajay-Atul","27,765,107","49,906"
"","5,312","","Superstar Fy","27,734,608","19,275"
"","5,313","","Revamped, Vol. 3 Nusrat Fateh Ali Khan","27,663,856","35,437"
"","5,314","","Segalanya Haqiem Rusli","27,625,763","9,070"
"","5,315","","Prøysens Barnesanger Hanne Krogh","27,572,341","7,717"
"","5,316","","Catholic Classics, Vol. 4: Catholic Latin Classics The Cathedral Singers & Richard Proulx","27,558,171","17,421"
"","5,317","","Khiladi (ఖిలాడి) Devi Sri Prasad","27,536,532","9,982"
"","5,318","","Prometheus Immune","27,527,377","11,580"
"","5,319","","Nella Kharisma Special NDX Nella Kharisma","27,443,203","7,553"
"","5,320","","Borba Đorđe","27,427,908","41,679"
"","5,321","","Varudu Kaavalenu (వరుడు కావలెను) Vishal Chandrashekhar & Thaman S","27,397,481","14,247"
"","5,322","","Shree 420 (श्री ४२०) Shankar Jaikishan","27,363,206","43,022"
"","5,323","","Dreamee (Acoustic) Amee","27,355,888","34,150"
"","5,324","","Notumato Young Stunna","27,300,917","14,801"
"","5,325","","Faure: Requiem, Op. 48 / Pavane, Op. 50 Ed Spanjaard, Limburg Symphony Orchestra & Netherlands Chamber Choir","27,282,626","2,437"
"","5,326","","Intime Maya Berovic","27,249,355","11,582"
"","5,327","","Số Khống 14 Casper","27,212,445","35,269"
"","5,328","","KGF: Chapter 2 [Telugu] Ravi Basrur","27,202,257","0"
"","5,329","","Chandramukhi (चंद्रमुखी) Ajay-Atul","27,190,630","23,631"
"","5,330","","CTRL Marwan Pablo","27,172,525","37,466"
"","5,331","","Canciones Del Corazón Los Panchos","27,161,775","21,217"
"","5,332","","Istimewa Untukmu Achik & Nana","27,129,975","17,628"
"","5,333","","Anemos Agapis (Ανεμος Αγαπις) Eleni Foureira","27,108,076","5,123"
"","5,334","","Zhora Vypadá Všechno Líp Yzomandias","27,102,726","9,190"
"","5,335","","٤in Don Bigg","27,053,086","32,528"
"","5,336","","Isimo Kabza De Small & Mthunzi","27,019,142","162,278"
"","5,337","","Schrödinger's Cat (薛丁格的貓) Joey Yung","26,993,657","11,121"
"","5,338","","Tak! Tak! Obywatel G.C.","26,979,279","22,220"
"","5,339","","Chori Chori (चोरी चोरी) Shankar Jaikishan","26,974,938","55,321"
"","5,340","","Karakattakkaran (கரகாட்டக்காரன்) Ilaiyaraaja","26,973,245","54,678"
"","5,341","","Zikir Munajat (No Music) Hufaz","26,967,420","40,818"
"","5,342","","Jangan Gentar Exists","26,950,345","16,217"
"","5,343","","Mind Games MG","26,941,208","11,026"
"","5,344","","Poziv Ceca","26,868,078","30,833"
"","5,345","","קצת שמח קצת עצוב Eyal Golan","26,826,246","16,252"
"","5,346","","Running Through 1999 (走過1999) Jacky Cheung","26,799,417","12,751"
"","5,347","","Rai-Rai D.D.E.","26,773,800","6,044"
"","5,348","","To Be (做自己) Karen Mok","26,773,349","18,732"
"","5,349","","Gieo Ngọt","26,761,497","71,865"
"","5,350","","Sidney Polak Sidney Polak","26,738,247","23,387"
"","5,351","","Mów Mi Dobrze Happysad","26,699,602","13,635"
"","5,352","","Opa Opa (Μέρα Με Τη Μέρα) Antique","26,613,222","10,378"
"","5,353","","Lesz, Ami Lesz Carson Coma","26,597,753","17,527"
"","5,354","","Mix Party 2016 DJ Hamida","26,551,606","3,573"
